,歌詞
0,此の扉(ドアー)なら破れない其の塔なら崩れない彼(あ)の天なら潰れない何(ど)れも嘘らしく馨つてゐます喩へ蒔いても育つても仙人草(クレマチス)咲いても強く色付かうとも瞬時に黙つて堕ちて逝きます如何して？　何故　哀しくなつたの現実の夢此の肺なら破れない其の顔なら崩れない彼(あ)の天なら限りない何(ど)れも赤色に匂つてゐます斯くて哭(な)いては惑つては生(な)りませぬ立つたら強く進まなくてはやつとで呼吸に成つて来ました如何して？　何故　魘(うな)されてゐるの現実が夢今日からは生えても芽吹いても仙人草(クレマチス)咲いても悦び過ぎないから大事な生命(いのち)　壱ツだけ　だうか持つて行かれませぬ様に哭(な)いたり惑つたり致しませぬ　立つたら弐度と倒れないから何も要らない　壱ツだけ　だうか　誰か　嗚呼エントリー番号壱(ナンバーワン)
0,"Manha, tao bonita manhaNa vida, uma nova cancaoCantando so teus olhos, teu riso, tuas maosPois, ha de haver um dia em que virasDas cordas do meu violao,Que so teu amor procurou.Vem uma voz falar dos beijos perdidos nos labios teus.Canta o meu coracaoAlegria voltouTao feliz a manha deste amorI'll sing to the sun in the skyI'll sing till the sun rises highCarnival time is hereMagical time of yearAnd as the time draws nearDreams left my heartI'll sing as he plays his guitarI'll cling to the dreams from a farWill love come my wayThis carnival day and stay here in my hearts?Will true love come my way on this carnival day orWill I be alone with my dreams?"
0,朝の訪れを微塵も感じない夜闇がこの先の日本を考えるのかTVも溜息も時計を滅多に止めない何がこれ程迄に虚しさを呼ぶのだ？あなたの部屋の留守番電話が近頃まめに働いているの何故か少しも気にならないのよ伸ばした髪も意味ないから言葉で穴を埋めても　満たされる筈など無い日の出を待ち切れぬまま　鋏を探し出すあなたは全てをあたしが切っちゃっても効かない…夏に見たのは実在しない人だった寒くなる迄知らないで愛してしまった今頃になってから「全部演じていた」なんて受話器越しに泣かれたってこっちが泣きそうあなたがあたしだけ呼んで居ても幾ら素敵に気を引いていても時は既に遅過ぎるのよ答える努力もしないから此の海を又訪れ　思い出そうと歩く波を止めることよりは　た易いと感じるのにあたしの気持ちは何処に行ったって戻らない…「嘘はつき　つかれるもの」あなたはそう笑うが間抜けなあたしをはじめ　不可能な人種も居る上手く前に進めずに不器用に倒れるなら起き上がる道具ひとつ　持たないで死んで行くわ 殺意だけ仕舞ったら　あたしは最後のいま「機械の様に余り馬鹿にしないで」って云いたい…
0,"When the time is ripeTo catch you in the actNext time the time arrivesThen You won't slip so fastI'll numb your senses downAnd Loosen up your gripIn the foggy lightThere's Nothing but your sixthWith every color in the bookThere is no mercy for a crookExcuse meCatch me a thiefHere is your wanted manHe'll steal againAll reason from my heartYou got to be quickTake the chance, take a shotThe situation hereRemains rather tenseWith every pistol in my eyesThis party's over, say goodbyeOh my godHey, I've been hadInstinct is in my headCure me againOf whispers in my heartExcuse meCatch me a thiefHere is your wanted manHe'll steal againAll reason from my heartOh my godHey, I've been hadSome beast is in my headTake me againBack to where it begins"
0,本当のしあわせを　探したときに愛し愛されたいと考えるようになりましたそしてあたしは君の強さも隠しがちな弱さも汲んで時の流れと空の色に何も望みはしない様に素顔で泣いて笑う君にエナジイを燃やすだけなのです本当のしあわせは目に映らずに案外傍にあって気付かずにいたのですがかじかむ指の求めるものが見慣れたその手だったと知ってあたしは君のメロディーやその哲学や言葉　全てを守る為なら少し位する苦労もいとわないのです時の流れと空の色に何も望みはしない様に素顔で泣いて笑う君のそのままを愛している故にあたしは君のメロディーやその哲学や言葉　全てを守り通します君が其処に生きているという真実だけで幸福なのです
0,I'll never be able to give up on youSo never say good bye and kiss me once againあたしは絶対あなたの前じゃ さめざめ泣いたりしないでしょこれはつまり常に自分がアナーキーなあなたに似合う為現代のシド・ヴィシャスに手錠かけられるのは只あたしだけ行かないでね何処にだってあたしと一緒じゃなきゃ厭よあなたしか見て無いのよ今すぐに此処でキスして違う制服の女子高生を眼で追っているの 知ってるのよ斜め後ろ頭ら辺に痛い程視線感じないかしらそりゃ あたしは綺麗とか美人なタイプではないけれどこっち向いて行かないでねどんな時もあたしの思想を見抜いてよあなたの長い睫毛も其の華奢で大きな手も全部大好きなの何処にだってあなた程のひとなんて居ないよあなたしか見て無いのよ今すぐに此処でキスして行かないでね何処にだってあたしと一緒じゃなきゃ厭よあなたしか見て無いのよ今すぐに此処でキスして ねぇI feel so nice 'cause you are with me nowIt is certain Ilove you so much babyI'll never be able to give up on youSo never say good bye and kiss me once again
0,さあまぶた閉じて耳をふさげよ静かな闇の中に聴こえてくる君の呼吸と小さな君の鼓動捕まえたなら解き放てよ走りだせ地球は大きいから抱き締めろ命は短い君の涙を夢を愛を待っている広い世界が待っているああ紛らわすな君の痛みを淋しく押し殺すな醜くとも苦しくとも重さに挫けようとも風は吹いている解き放てよ与えられやがて奪われるそんな風に僕らは出来ている込み上げる想いがあるだろう叫べばいい君は美しい朝日眩し水面輝き　草木萌えて花咲き散り夜鷹哭く空　月も冴えていとしくて涙があふれてかなしくて星空見上げて目映い光に目を瞑ったら僕らいま夜明け真っ直中
0,"You, hey close your open eyescover up your ears insidethe silent signsof darkness will ariseand you will start to hearbreathing in your own free airand hear the pul-sing pounding in your heartAnd if you've caught yourselfWon't you let it go nowRun and seethe world is way too big to hesitateHold it tightyour life is way too short to waste awayTears will fallbut dreams and love are waiting where they dropYou will findA wider world is waiting here for youHey, don't turn the other waycover up your lonely painThe hurt you feelDon't lock it in your heartAnd if it hurts your eyesAnd if it tries your mindAnd if you find you're losing all controlThe wind will blow it throughWon't you let it go nowHere and goneAnd all that we receive will pass awayCome and goAnd all we are made of is made this wayLet it outSomething held inside may be breaking throughScream it outYou can scream it out cause you're beautifulMorning sun is in your brown eyeswater glimmering spring grasses, green fieldsFlowers bloom and scatter round younight bird calling clear waking the moonlightTears will riseand fall into the pain of a caring heartSadness hurtsso turn yourself and look up to the starsClose your eyestonight the light is blinding in the darkYou will seeus walk into the breaking dawn of day"
0,お空は忙しく明日(あした)の仕度をします貴方は此の夜に静かなさよならして瞳を閉じお休み遊ばせ
0,陽が静かに昇り詰め湿った大地を蒸し上げて蝉のこえはあの雲を千切るほどに焚き付けて夏が来る空と陸抱合う刹那よ今日は何かいいことがありそう人はいつも坂の途中期待を抱え上がり下がり生きている夜と昼泪に暮れても今日は何かいいことがありそう
0,あの山越えてまだ見ぬ向こう側へ何が在るのか知らない突き止めたい歩いても止っても全然進めないのなら思い切り野生の本能にまたがろうほら駆け出そう今この波越えてまだ見ぬ向こう側へ孤独の意味が知りたいあらがえない泳いでも浮んでも延々息苦しいのなら思い出に浸った感傷を捨て去ろうほら漕ぎ出そう今失うもの等は初めから無い生命を越えて本当の未踏の地へ涙涸らした心が映す果てを確かめたい
0,"I will cross that mountain highand reach the side that is not clear hereWhat is waiting who can know and I don't know,I've got to find out thereYou take your steps,you stop and look but you can't seem to move much aheadSo why don't you give in to wild instinct to begin running freeMaybe start running freeI will cross another wave and reach a shore I can't be sure ofAll alone, what can it mean,I can't resist and must learn what it seemsYou swim and swim,float on your back but still never can quite catch your breathSo why don't you toss all this sentiment immersed in memoryMaybe start sailing freeI do not think there was ever a single thing to loseI will cross over this lifeand reach the side that no one knows hereOh, a heart with no more tears is like an end, an end without an endI must find it there"
0,逆さに数えて残りを測っているの確と最期から指折たったいままで使い果たすのさ　今生のすべてさまよえる心よ　振り返る勿れ終を見据えて命を揺すっているの音がしたらそれは突撃の合図だと捕えてみせるさ　逆転のときをかじかんだ体よ　覚醒してくれ有りっ丈喰い尽くし死ぬ瞬間は空っぽの容れ物に還ろう…ああ打ち勝つさ　焦燥を呑込め先き立った頭よ　間違える勿れ斃る日に　丁度　終わるようにいまは何ひとつ　諦められない
0,ちっぽけで汚らしい動物　雌一体生まれてから二十年弱生きて来たのだろうか　其の上只　易々と　泳いで行くのかしらたった今頂戴した言葉　其れ一体どういう意味を持つのですか「愛している」と云う腕の中で只　易々と　泳いで行くのかしらあたしが足の指五本　踵一個　不思議も無く此処にへばりつける此のことを詳しく説明して下さいな唇ばかりをそう見つめる前にはっきりしないあたしの生態　雌一体　生まれる迄歴史などが少しでも動いたと　云えるの只　安々と　泳ぐだけならあたしが届かない雲の彼方に不思議も無く厳かに構える日のことを詳しく説明して下さいな手を取り優しくそう捕える前に
0,"don't pray for it to rain, don't look to the skyhold me with your lonesome eyesyou slipped into my room in a simple disguisetake me with your furtive eyesi want...i wait for time to come my way againstay here, your sorrow's luring me in,but does this sorrow ever end?sadness invites me, entices me to youdon't let me goyou first came to me with miserybut now you feel uninspiringall the pain in your face has been replacedi'm so tired of useless words and laughingwith you i felt time lift and carry me awayi want you with me but all you feel is coldis this getting old?your look of sorrow, it fills me with desiremy heart's on firecome here, come near methere is no one like youlet's burn up this roomnow that i'm with you, i see it day by dayfacades, they fade awayhow will you get by?you know, i just don't care for foolish affairsyou cheat, you smile, you laugh at my desirei'm crazy for...what am i crazy for?"
0,"you say I betray youthat I'm always changingwhen all I really dois not stay true to your illusionsyou phone&talk marriagecover up the mouthpiececursing at your mothergrumbling 'bout your dinnerI am not your possitionnot another toy for the boyweary of your directiontired of your desire to controlhoney,I've got tell youit's like walkin'tightropeI'm leaving your islandbuilt a ship of my ownI just want simple peaceso I say good bye,tarry byesure I cook lunch for youif you are pure&spotlessI'm leaving your islandbuilt a ship of my ownI just want simple peaceso I say good bye,tarry bye"
0,お願い黙っていて今は言葉のほうが甘いの本当の何倍もお願い視線を逸らして若々しくて痛いの突刺す純情が逆らえぬ抗力±0迄お互いに引き合えば全てがあって何もないふたり出くわせた運命を思うほどその手の体温が鼓動が点っていくんだ至上の安らぎあなたは生きているああ、あいしているこの静かな瞬間よ止まってこれ以上は決して望んでいないお願い支えていて何処か危なっかしくて恐いの隠した熱情が償える罪科は±0迄疑いで相殺よ そう自由を覚えて勝ち取った孤独結ばれない運命を憂うほどあまりに簡単で不安で壊しちゃいそうよ至上の苦しみわたしは生きているああ、あいしているこのあえかな実感よ続いてこれ以上は決して望んでいない
0,東京なんてのは危険な処よ　ちょっと特別視すりゃ不平等呼ばわり平等な関係、平等な姿勢　できていると言い張れる奴ほど疑わしい何もキめずに静かに生きるわたしは今すぐ抜けて泣けて笑える映画が観たいのねえ貸してよTSUTAYA随所に未来感じるSELF REGISTERデートがしたいわこのお店FAVOURいいひと居ないかしら現地調達よああもう痺れたいのGUITAR東京なんてのは野暮ったい処よ　出る杭は念入りに不適切呼ばわり適切な関係、適切な姿勢　できていると言い張れる奴こそ図々しい素面のままで静かに生きるわたしは今すぐ甘苦くゴキゲンななんか飲みたいの作ってよSTARBUCKSハートのなかだってそりゃあEXTRA HOT熱くさせるわこの店DATE SPOTいいひと居ないかしら現地調達よああもう痺れたいのHORNSまっとうな人生目指して　うそを云わないで正常な神経保っていようとしてんだ此方人等美味しそうな今美味しそうな旬を美味しく戴く　それが人生よ　つまり愛すべき今愛すべきひとと愛し合うまでよ邪魔しないで相も変わらず都会は剣呑で信じたいものが一番怪しくて恐怖を覚えていながらどうしても負けちゃあいられないわたしは今日も合法でキまれんの痺れてんの様見さらせ天晴よ東京
0,昔　描いた夢で　あたしは別の人間でジャニス・イアンを自らと思い込んでいた現実には本物が居ると理解っていた此処の所描く夢の　あたしはあたしだから欲望も何も区別がつかなくなっていた現実でもほとんど不確かだあなたの髪を切らなきゃ真っ黒な其の眼があたしの眼に光を射てば呼吸が出来るいまは還らない影など全く厭だけれどあなたには殺されても良いわ手錠をされたままであたしに跪いた独り切りじゃ泣いてばかりになる為誰かにそっと寄り掛かるのであろうあなたはあたしじゃなくちゃ真っ白なほっぺたに透き通る小さな雨垂れを落としてしまうでも泣かないで　今すぐ鍵を開けてあげるあなたには全て許しちゃうわ
0,誰か僕に巧いお菓子を毒で本望　嘘で元々さ可成なら甘いものが善い湯呑勘定　蟲歯も厭はない「立て」「撃て」「切り裂いても敬ひ去れ」「歇(や)むな」「惡(にく)むな」「吐け」「出せ」「引き摺つても歩き行け」「振り向くべからず」色彩丁度好い洋杯(コップ)が何処に行つても見付からないのだ　如何してこんなにビルも道路も　増えて居るのに飲むでも飲み切れぬ壜(ボットル)で不條理を凝視せよ季節は廻つて急ぎ足花は咲いた　蜂を呼寄せた幾度も繰り還しをする寛る様で　枯れるのが常と「待て」「伏せ」「不可解でも崇め逝け」「病むな」「憎むな」「視ろ」「嗅げ」「不愉快でも味わひ識(し)れ」「覚悟を極(き)めろ」芳醇長嘉の勝訴が何時になつても見當(みあ)たらないのだ　如何して品位が麗しいのは事実なのに泣いて負けを認むる獣の條理を諷刺せよあ、通り雨　憂ひ菩薩　雲　行きて　また　晴れて配置されし　僕の記号　期待すれば氣付いてしまふ模範だらけ　模倣だらけ　續いて　往く　此の　営み
0,「追い付けない」なんて云うのね、知ったこっちゃあないわ追い付こうと思っているから恰好が悪いの本当の感度を見せてどんな処を気に入ったの？…きっと洗脳よ追い掛けないでいいじゃない　“貴方はあなた”真似しないで　冴えているこのヤりかたあたしだけに赦された　唯一無二な方法「みんなにはひみつ」だってさ、知ったこっちゃあないわ内緒ごとなんて大嫌い死んだら如何すんの本音の侭居させてどんな処を隠したいの？…ちょっと陰謀よ取り憑かないでそうでしょう　“流行の女”美化しないで　萌えているこのヤりかたあなたの観ている私は　平成時代の偶像可愛くないわ…そうです　“私はあたし”茶化さないで　飢えている刹那を奪うな突き抜けたいのいいじゃない　“生身の女”曝露したいの　妬いているあなたは誰？ヤりかた次第で必ず楽しめるのよ何故ならほら人生の主役はあたし最優秀賞受賞！
0,誰もがわたしを化石にしても貴方に生かして貰いたいこれ以上埃で塗れない様に貴方とお互いの生命(いのち)がまだ繋っていることを確かめていつか別れを識る恐れから逃がしていまは叱って笑って何時も通り誰かが貴方を褒めそやしてもわたしは姿勢を崩さないそれ以上噂で汚れない様に貴方とお互いの意志(こころ)をただ敬っていることを確かめていつか衰えて行く恐れすら融かしてそとが白んで変って浮沈(うつ)るまに生きているうちはずっと旬だとそう裏付けて充たしていまを感じて覚えて何時もより生きて、生きて、活きて居よう
0,つまらない　今日は眼を使わないで欲しいくだらない　こんなあたしはだいっきらい振り返ればいつも恥ずかしいくらい淋しくてざわめいた街路樹が涙を誘うまで気付かなかったのですわすれたい　今日は帰らないでいて欲しいかまわない　こんなあたしはどうなっても寄添って愛と呼び壊れないと信じていても錆付いた快楽はどこから期待したって亡きものなのです佞言は忠に似たり儚い記号のようなこの身を犠牲と知ったら融け合って絶える夢　あなたと見たくて…間違いがあったならふたりが出会った真実ただどうしてヒトはこれほど頭脳を発達させたのでしょう
0,この町で生まれたのよ　悲しみだけうずまく町どこか遠く逃げたいわ　私は白い小鳩生毛さえ消えぬうちに　夜の酒場つとめ出して流れ者にだまされた　あわれなそうよ小鳩いつかはきっと　みじめな私もこの羽根広げて　遠く遠く旅立つわあの汽車に乗れる時を　夢に抱いて生きているのいつかきっととび立つわ　私は白い小鳩泣きながら生きて来たわ　想い出せばいつも私ここの町は泥沼よ　私はもがく小鳩世の中に出ておゆきと　死んだママが言っていたわそうよけして負けないわ　私は負けはしないいつかはきっと　みじめな私もこの羽根広げて　遠く遠く旅立つわあの汽車に乗れる時を　夢に抱いて生きているのいつかきっととび立つわ　私は白い小鳩
0,"What are you afraid ofYou say that you feel sofeel so aliveThat's a good thing, no？What are you afraid ofThey've gotten so realThose things that you feelBut progress is good, no？What is it you're doubtingYou know I just found youHere suddenlyThat's a good thing, no？What is it you're doubtingYou're asking me if youcan love me moreBut onward we move upDon't think I don't know that time had come to restAll of last night, the world was just usBlock by block the rain had let up,the city stopped and seemed to dieAnd so right then it was like we'd done the samefeeling like ghosts, like death had no enddrifting slow we can't go back now it felt so goodBut we were young too youngI've got to find somewhereNo pocket of air canHide you awayThey never did existWherever I fly toI know that the perfectNest is a lieHowever we move upDon't think I don't know no weather could upsetAll of last night, this world was a nestNone of us were starving but weJust turned our hearts to you and IOh why then there could we not have stopped to thinksomething gained is another thing loststopped our hearts and stopped our lives from all drifting off'cause we were young too youngIt's why I mutter my mindI don't know how to hide youAnd you do it all the timeWhy won't time stand stillI know I know it when you feel that your lifeFires too fast the sounds are too brightcolors loud it's like a sign that it's dangerous but we were youngI think you should know I'm floating all alonedrifting, wondering when you'll come back homebut oh we just can't come apart 'cause when we metthen we were young too young"
0,Apres le bup slowPour que ca reste chaudJe sais ce qu'il nous fautC'est du jazz a GogoTous ceux qui l'aiment bienEt moi qui l'aime bienOn va chanter ensemblePourvu que ca balanceO.K. pour la guitareO.K. pour la batterieEt pour la contrebasseEt le piano aussiTous ceux quiI'aiment bienEt moi qui l'aime bienOn va danser ensemblePourvu que ca balanceEt dans tous les paysDe New York a ParisParlant la meme langueLe jazz mene la danse
0,"Moonlight in the deep of night silences the truth insideMoist as my lips get tonight they don't move, they don't moveSunlight on the open day takes away all honestyDry as my eyes get again they don't see, they don't seeNobody says a thing that would mean a thingReach out your hand and touch my skinI think you'll find that I'm coldNo matter what light you shine on meYou know I have a poor concept of timeHeavy metallic am I, built of natural toxic entitiesLiving things are recognized only after they have diedEverything gets simplified when your blood has gone coldNobody knows anything that could mean a thingDo what you will you won't deceive someone whose mind can't forgetNo way you can fool this memorySee how I yawn and yawn, the time goes byHeavy metallic am I, built of thick, enduring substancesI won't break down though you can try I'll just replace my disguiseI throw off the shots you send at meSee how my words come few and far betweenHeavy metallic am I, and about to spill out toxicityI don't want to harm anyone, so please kill me"
0,"超弩級(ちょうドきゅう)のミサイル逸(はや)る命この現し身は驀地(まっしぐら)世界のまん中が視たいTake me there, won't you？混沌(カオス)と秩序(コスモス)の間で待って居るよ最高級(トップバリュー)のドライブ君の命そのDNAは驀地世界のまん中に触れてRaise me up, won't you？破壊と建設の間で立って居てよ待ち切れない今ならば子供にも大人にもなれる試されたい近付いている確かめてほら自由へ秒読み初期化中の未来図朧(おぼ)ろ命ふと省みて驀地世界のまん中が遠退くWake me up, won't you？気分と合理の両方で迷って居るよ断ち切りたい今だけは男にも女にもならない裁かれたい悴(かじか)んでいる誰ひとりとて損ねない様に雨が止んで風が吹いて絡み付いた縄解(ほど)くとき生きている証は執着そのものだろうけど放たれたい相反する二つを結べ自由はここさ本当の世界のまん中"
0,お早う下ろし立てのときをどうしようか一切合財全部からきし未定わーい遊ぼう思い切り寝て食べて飲んでたのしいおいしい頓知太く長く行こう人生まあ生きていりゃいろいろあるけれど幸せにならなきゃ落込んだら次回はみんな順番に笑おう楽して得しよう人生まあ生きていりゃいろいろあるけれど正直にならなきゃそう最後にはきっと一つしか選べない支店力点作用点合点お金よりも頓知を敵か味方か勝ちか負けかを決めた瞬間急に世界があーあ暗く狭まっていくの見ていたでしょ？さあ還ろう自由へと有難う果てしのないこの世に宙ぶらりん醜いも甘いも全部知り尽くしたい愛そう愛し愛されて食べて飲んできもちいいおいしい頓知生きていりゃもう御の字
0,片方のポケットに夢を誂う夕暮よ町の灯が空々しくてため息を誘う幼い日に憧れた全ては掴んでると説き伏せる胸を盗んで木枯が往くこんなはずじゃなかったこの人生いったい何処が境目だっただろう悔やんでも止んでももう戻れない片方の耳を瞑ったら賑わう駅前を唯ひとり人混み縫って思う侭進め追掛ける眩しさと追越す淋しさよくたびれた脚にこぞって絡まる闇どうかやりなおさせてよこの人生もう一度あの瞬間をつかまえたい笑っても泣いても嗚呼行ったきりこんなとこなのか知らんこの人生いったい何から制限されているのいいや!最初から自由そのものさたった今この瞬間をつかまえたいわたしたちは何時も‥行ったきり
0,大人になってまで胸を焦がして時めいたり傷付いたり慌ててばっかりこの世にあって欲しい物を作るよ　小さくて慎ましくて無くなる瞬間こんな時代じゃあ手間暇掛けようが掛けなかろうが終いには一緒くたきっと違いの分かる人は居ます　そう信じて丁寧に拵えて居ましょうあの人に愛して貰えない今日を正面切って進もうにも難しいがしかし実感したいです　喉元過ぎればほら酸いも甘いもどっちもおいしいとこれが人生　私の人生　鱈腹味わいたい　誰かを愛したい　私の自由この人生は夢だらけこの世にあって欲しい物があるよ　大きくて勇ましくて動かない永遠こんな時代じゃあそりゃあ新しかろう良かろうだろうが古い物は尊いずっと自然に年を取りたいです　そう貴方のように居たいです富士山二度と会えない人の幸せなんて遠くから願おうにも洒落臭いがしかし痛感したいです　近寄れば悲しく離れれば楽しく見えてくるでしょうそれは人生　私の人生　誰の物でもない　奪われるものか　私は自由この人生は夢だらけ
0,"Our life together is so precious togetherWe have grown-we have grownAlthough our love is still specialLet's take a chanceAnd fly away somewhere aloneIt's been too long since we took the timeNo-one's to blameI know time flies so quicklyBut when I see you darlingIt's like we both are falling in love againIt'll be just like starting over-starting overEveryday we used to make it loveWhy can't we be making love nice and easyIt's time to spread our wings and flyDon't let another day go by my loveIt'll be just like starting over-starting overWhy don't we take off aloneTake a trip somewhere far, far awayWe'll be together on our own againLike we used to in the early daysWell, well, well darling"
0,"There’s a door here, but it will not breakThere’s a stone there, but it won’t remainUp there a heaven now, but it will not waitAnd the lies there, the scent of it , just too muchSo should you,Sow it once and make it grow,the sweet clematisLet it flower, and paint it all of the colors boldInstantly things fall and fade,return to silenceWhy oh why, why does it all feel so sorrowful?Dreams of what is realThere’s breath here, but it will not breakThere’s a face there, but it won’t remainUp there a heaven now, but it knows no nameand the stain is the color of red through redAnd thus,You cannot cry, confuse the lies,try to rememberWhen you rise, you take you steps with a strong desireTime goes by, a breath it comes,like something givenWhy oh why, why have these nightmares not long expiredthe real is but a dreamFrom now on,should it grow and open full,the sweet clematisFlower bold, but there’s no need for rejoicing morePrecious life, this life just once,it comes just one timeKeep it close, keep it from ever just leaving youCrying tears confusing fears they are no longerWhen I stand I know I’ll never be down againNothing that I need now,once it comes just one timeSomehow, somehow, someone, ahEntry Number One"
0,あなたきれいすてききらいつよいよわい
0,この坂道もそろそろピークで　バカらしい嘘も消え去りそうですやがて来る　大好きな季節を思い描いてたらちょうどいい頃に素敵なコードで　物凄い高さに届きそうです言葉より　触れ合い求めて　突き進む君へ粉のように飛び出す　せつないときめきです今だけは逃げないで　君を見つめてようやたらマジメな夜　なぜだか泣きそうになる幸せは途切れながらも　続くのですはぐれ猿でも調子がいいなら　変わらず明日も笑えそうですふり向けば　優しさに飢えた　優しげな時代で夢のはじまり　まだ少し甘い味です割れ物は手に持って　運べばいいでしょう古い星の光　僕達を照らします世界中　何も無かった　それ以外は南へ向かう風　流れる雲に心の切れはしを　託したならば彼方へ…粉のように飛び出す　せつないときめきです今だけは逃げないで　君を見つめてようやたらマジメな夜　なぜだか泣きそうになる幸せは途切れながらも　続くのです続くのです
0,あなたが八度七分の声を使うときは必ずあたしに後ろめたいことがあるとき汗ばんだって恥じらったって理由もなく触れたがったりした凍えたって甘えたって只の刹那に変わった二人その時全て流れ落ちた冷たい秋はたった二度目でも砂場の砂も気持ちも全部二人の手で滑り落としたあなたが脈略も無くキスをくれるときは必ずあたしの機嫌を損ねた様なとき汗ばんだって恥じらったって理由もなく触れたがったりした凍えたって甘えたって只の刹那に変わった二人その時全て壊れ落ちた激しい雨には慣れていたけどお得意の嘘や詮索ごっこが最後の遊びへ導いていたこのところ悔やんでばかり居る口には決して出せないけど今のあたしだったらあなたと退(すべ)らずに済む様な気がする許されるなら本当はせめてすぐにでも泣き喚きたいけどこだわっていると思われない様に右眼で滑り台を見送って記憶が薄れるのを待っている
0,美しさと正しさが等しくあると疑わないで居られるのは若さ故なんだ子供みたいに疲れを忘れて寄り掛り合えば僕らはたった独りでいるよりも有りの侭になる時よ止まれ　何ひとつ変わってはならないのさ今正に僕ら目指していた場所へ辿り着いたんだ新しさと確かさを等しくもとめ生命をほんの少しだけ前借りしたんだ大人になって恥じらい覚えて寄り掛り合えば僕らはきっと互いの重さを疎ましく思うだろういつも何故か　気付いた時にはもう跡形も無い伸ばす手の先で消え失せる物程欲しくなるんだ
0,平和を祈るのは偏に女の生業男は戦を勃発させるほう大いなる境界線(BORDERLINE)繁栄を急ぐにも利便性をはかる男と野性の侭で生産し続ける女の境目よ寒い秋　温い春　青い夜　赤い朝GOOD MORNINGGOOD NIGHT今日も裏表隔たっている地球の正反対同士HIDE & SEEK終わりはない勝負を挑むのは只管男の生業女は経緯を評価するほう相容れぬ境界線太陽の後押しで地上へ根差した男と月に愛されて海洋を漂う女の境目よ目を閉じたら映るから遠く水平線の向こうがCOME BACKGO AWAY屹度境目は繋目でしょう地球の命を負う同士LOVE & HATEGOOD MORNINGGOOD NIGHT今日も裏表繋がっている一蓮托生の番いはSUN & MOON続いていく
0,"now I'm seventeenmy school is in the countrystudents wear trainersread the same magazinesnow I'm seventeenmy school is gettinng tiresometeachers-they're so youngsingling me outonly like philosophy & after school the timethat's what I call my own timenice girls meet nice boys end of school daywhile other girls go strait hometalking 'bout soaps'n' thatI go home alonelike it watching the nameless peoplesurfing subways,travelling somewhere　“…nowhere…”now i'm seventeen i do not have a titledepend on no one elsebusy being king (to myself)only like philosophy & after school the timethat's what I call my own timenice girls meet nice boys end of school daywhile other girls go strait homei go hime alone and have dinnerin my sweet home praying again,again & again (“…peace…”)i see the same faces in school& they say that i am different i think it's an honouri say it's an honour to B differenti can't go their waysurfing subways,travelling somewhere　“…nowhere…”i see the same faces in school& they say that i am different i think it's an honouri say it's an honour to B differenti can't go their waynow i'm seventeennow i'm “…seventeen…”"
0,今朝は妙なメイルを拝受しました。其処に「出生の意志」が載つて居り、現在(いま)は、酸素を押し返さうと必死です。まう亡骸は消去完了……何處にも桃源郷は無いと云ひます。僕は、両(りやう)の肢から認知しました。此処に「半分の意味」を見出して、現在は、酸素を吸ひ切つてしまふ準備中です。亡骸に弁護は不要……何處にも桃源郷が無いのなら、お造り致しませう。・生むで廃棄する勇氣・空を斬つてゆく庖丁(ナイフ)・今日、胎盤、明日僕を食しても植わらない理由は「渾(すべ)て獨りぼつちだから」。偖(さて)は、こんな輪廻と交際をする業が、お嫌ひなのでせう、当然です。未だ何の「建設も着工」してゐない、白紙に還す予定です。お顔を。さあ、拝見させて下さい。
0,あの日飛び出した此の街と君が正しかったのにね不愉快な笑みを向け長い沈黙の後態度を更に悪くしたら冷たいアスファルトに額を擦らせて期待はずれのあたしを攻めた君が周りを無くしたあたしはそれを無視したさよならを告げたあの日の唇が一年後どういう気持ちでいまあたしにキスをしてくれたのかな短い嘘を繋げ赤いものに替えて疎外されゆく本音を伏せた足らない言葉よりも近い距離を好み理解出来ていた様に思うが君に涙を教えたあたしはそれも無視した可愛いひとなら捨てる程いるなんて云うくせにどうして未だに君の横には誰一人居ないのかな何て大それたことを夢見てしまったんだろうあんな傲慢な類の愛を押し付けたり都会では冬の匂いも正しくもない百道浜も君も室見川もないもう我が儘など云えないことは分かっているから明日の空港に最後でも来てなんてとても云えない忠告は全ていま罰として現実になったあの日飛び出した此の街と君が正しかったのにね
0,小さな手のひらに　ひとつ古ぼけた木の実　にぎりしめ小さなあしあとが　ひとつ草原の中を　馳けてゆくパパとふたりで　拾った大切な木の実　にぎりしめことしまた　秋の丘を少年はひとり　馳けてゆく小さな心に　いつでもしあわせな秋は　あふれてる風と　良く晴れた空とあたたかい　パパの思い出と坊や　強く生きるんだ広いこの世界　お前のものことしまた　秋がくると木の実はささやく　パパの言葉
